cluster;img;category_llava_next;inference_time
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1604_53681626405__b.jpg;Spiritual or symbolic and related connotations;0.9497032165527344
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53712556750__b.jpg;Spiritual or symbolic and related connotations;1.0320889949798584
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_2873_53900870823__b.jpg;Not valid;0.8652222156524658
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1604_53702123443__b.jpg;Spiritual or symbolic and related connotations;1.0376906394958496
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5602_54000536018__b.jpg;Not valid;0.7107651233673096
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5602_54001679243__b.jpg;Not valid;0.7135355472564697
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5603_53618790078__b.jpg;Not valid;0.7138032913208008
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5603_53633765413__b.jpg;Not valid;0.7277681827545166
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5603_53713017966__b.jpg;Vegetation and habitats;0.8988616466522217
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5603_53713450355__b.jpg;Plants;0.7134051322937012
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5603_53736004417__b.jpg;Not valid;0.7125871181488037
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5603_53764572665__b.jpg;Not valid;0.7138714790344238
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5603_53791817679__b.jpg;Not valid;0.7136361598968506
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5603_53851785748__b.jpg;Not valid;0.716219425201416
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5603_53912741984__b.jpg;Not valid;0.7285501956939697
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5603_53922638723__b.jpg;Not valid;0.7147517204284668
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5603_54017891072__b.jpg;Not valid;0.7183229923248291
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5603_54033926677__b.jpg;Not valid;0.7175760269165039
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_9781_53491802342__b.jpg;Lighthouse;0.7451329231262207
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_9991_53606139094__b.jpg;Not valid;0.6462686061859131
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_9991_53606264175__b.jpg;Not valid;0.6445658206939697
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_4521_53964370135__b.jpg;Animals;0.7160918712615967
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53633800511__b.jpg;Spiritual or symbolic and related connotations;0.9291315078735352
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_2099_53754855835__b.jpg;Plants;0.6916089057922363
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_3568_53753926055__b.jpg;Not valid;0.6956562995910645
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_3655_53876069316__b.jpg;Vegetation and habitats;1.0002331733703613
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_3752_53854023155__b.jpg;Plants;0.697406530380249
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5373_53742136242__b.jpg;Not valid;0.7134170532226562
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53984954098__b.jpg;Towns and villages;0.7592916488647461
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53540700618__b.jpg;Heritage and culture;0.7599470615386963
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_44724903491__b.jpg;Heritage and culture;0.7386720180511475
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_3753_53853591976__b.jpg;Landforms;0.693993091583252
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1410_53702059671__b.jpg;Heritage and culture;0.7632696628570557
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1508_53801552150__b.jpg;Roads;0.7145240306854248
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_175_53696356999__b.jpg;Not valid;0.7107775211334229
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_44004645995__b.jpg;Vegetation and habitats;0.8784365653991699
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1436_53864538165__b.jpg;Vegetation and habitats;0.8228135108947754
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5602_53987481395__b.jpg;Not valid;0.7117197513580322
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53702057371__b.jpg;Vegetation and habitats;0.8996365070343018
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_10375_53966925057__b.jpg;Not valid;0.613074541091919
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1409_53992146764__b.jpg;Heritage and culture;0.7579135894775391
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53594472527__b.jpg;Heritage and culture;0.7621185779571533
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_3649_53849464053__b.jpg;Not valid;0.7134535312652588
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_2099_53719548379__b.jpg;Plants;0.7143735885620117
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_2100_53718304177__b.jpg;Not valid;0.7634255886077881
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53983818037__b.jpg;Heritage and culture;0.6946797370910645
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53517537791__b.jpg;Landforms;0.6390142440795898
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53634245480__b.jpg;Not valid;0.6955275535583496
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53795152673__b.jpg;Heritage and culture;0.742971658706665
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_11246_53695731909__b.jpg;Bridges;0.668367862701416
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_3474_53713281728__b.jpg;Towns and villages;0.7639858722686768
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_3474_53740839946__b.jpg;Vegetation and habitats;0.8780214786529541
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_3760_53779504356__b.jpg;Landforms;0.6916229724884033
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_345_53856079415__b.jpg;Vegetation and habitats;0.878166675567627
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1411_53700522264__b.jpg;Not valid;0.7153961658477783
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53697265017__b.jpg;Vegetation and habitats;0.8278679847717285
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53839716781__b.jpg;Heritage and culture;0.6837530136108398
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_11441_53968374672__b.jpg;Not valid;0.6383850574493408
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_2100_53720502044__b.jpg;Not valid;0.7907593250274658
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53844370088__b.jpg;Heritage and culture;0.745837926864624
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_3474_53741973982__b.jpg;Heritage and culture;0.7561228275299072
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1508_53702268429__b.jpg;Not valid;0.715785026550293
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1411_53445533825__b.jpg;Heritage and culture;0.7394487857818604
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53934465615__b.jpg;Heritage and culture;0.6900837421417236
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1410_53842221052__b.jpg;Towns and villages;0.7615466117858887
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_54042058928__b.jpg;Heritage and culture;0.6859226226806641
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53739949749__b.jpg;Spiritual or symbolic and related connotations;0.9461772441864014
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1411_53702477095__b.jpg;Heritage and culture;0.7574570178985596
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1508_53801563708__b.jpg;Heritage and culture;0.762784481048584
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5506_53975479230__b.jpg;Vegetation and habitats;0.8958535194396973
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_11244_53738820399__b.jpg;Heritage and culture;0.7605307102203369
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1929_53441508235__b.jpg;Landforms;0.657008171081543
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5603_53551127599__b.jpg;Not valid;0.7131836414337158
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5603_53592936813__b.jpg;Animals;0.7132439613342285
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5603_53688760866__b.jpg;Not valid;0.7122213840484619
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5603_53695635744__b.jpg;Not valid;0.712759256362915
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5603_53710913667__b.jpg;Not valid;0.7143428325653076
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5603_53838874530__b.jpg;Not valid;0.7128345966339111
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_6066_53981440454__b.jpg;Heritage and culture;0.7604408264160156
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_9991_53634059481__b.jpg;Not valid;0.6425685882568359
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1604_53517568891__b.jpg;Heritage and culture;0.6866316795349121
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_3263_53824452269__b.jpg;Landforms;0.6920416355133057
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1917_54044057817__b.jpg;Not valid;0.6954495906829834
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_3474_53712158067__b.jpg;Towns and villages;0.7935717105865479
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53795345575__b.jpg;Vegetation and habitats;0.8787877559661865
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53940059596__b.jpg;Heritage and culture;0.6833600997924805
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1409_53940392569__b.jpg;Accommodation;0.8062393665313721
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1604_53702361175__b.jpg;Heritage and culture;0.7589297294616699
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53985016064__b.jpg;Towns and villages;0.758404016494751
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_3649_53842774152__b.jpg;Plants;0.7058858871459961
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1604_53764677860__b.jpg;Not valid;0.8297688961029053
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_29980742677__b.jpg;Not valid;0.8676571846008301
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_2371_53505251475__b.jpg;Vegetation and habitats;0.8962588310241699
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53539637302__b.jpg;Not valid;0.7131729125976562
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_3360_53834495678__b.jpg;Vegetation and habitats;0.9711546897888184
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53702272288__b.jpg;Plants;0.7149806022644043
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_3765_53712124211__b.jpg;Towns and villages;0.8065946102142334
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1411_53702490170__b.jpg;Not valid;0.720350980758667
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1722_54020551740__b.jpg;Not valid;0.7158491611480713
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1417_54034640782__b.jpg;Not valid;0.6287662982940674
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53905526321__b.jpg;Heritage and culture;0.7650105953216553
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5602_53786286817__b.jpg;Not valid;0.7280116081237793
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53517846044__b.jpg;Vegetation and habitats;0.8242402076721191
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_2197_53754765494__b.jpg;Plants;0.7041759490966797
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_10279_53968264660__b.jpg;Not valid;0.6168575286865234
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1313_54042128834__b.jpg;Not valid;0.6331117153167725
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53517780834__b.jpg;Not valid;0.6411831378936768
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_3471_53733964050__b.jpg;Towns and villages;0.7072036266326904
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_54008739080__b.jpg;Not valid;0.8739027976989746
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5603_53614523375__b.jpg;Not valid;0.7135353088378906
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_2099_53757066578__b.jpg;Not valid;0.8436179161071777
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1825_53968225159__b.jpg;Not valid;0.7172987461090088
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_3475_53779002976__b.jpg;Landforms;0.6931014060974121
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1604_53701948821__b.jpg;Spiritual or symbolic and related connotations;1.0411148071289062
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53892094927__b.jpg;Heritage and culture;0.7599766254425049
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1120_53799254811__b.jpg;Roads;0.7144346237182617
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1998_53905776718__b.jpg;Vegetation and habitats;0.9004449844360352
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53702395529__b.jpg;Heritage and culture;0.7596645355224609
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53851303451__b.jpg;Plants;0.692131519317627
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1410_53738693347__b.jpg;Heritage and culture;0.6852803230285645
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1508_53701473504__b.jpg;Not valid;0.7140648365020752
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1410_53702273873__b.jpg;Not valid;0.7181944847106934
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5603_53526330096__b.jpg;Not valid;0.7185132503509521
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1801_53700869792__b.jpg;Not valid;0.8447973728179932
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5507_53920901195__b.jpg;Not valid;0.7163052558898926
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53801358693__b.jpg;Heritage and culture;0.7656347751617432
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_11341_53738490316__b.jpg;Not valid;0.6425521373748779
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53801358833__b.jpg;Heritage and culture;0.7674508094787598
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_4327_53964370040__b.jpg;Terrestrial activities;0.803734302520752
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5602_54000538282__b.jpg;Not valid;0.7135345935821533
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_438_53799254681__b.jpg;Not valid;0.7126646041870117
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5603_53631123188__b.jpg;Not valid;0.7127957344055176
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5603_53642357334__b.jpg;Not valid;0.7141733169555664
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5603_53689206715__b.jpg;Not valid;0.7124340534210205
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5603_53831049247__b.jpg;Vegetation and habitats;0.9001364707946777
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5603_53849362366__b.jpg;Not valid;0.7119369506835938
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5603_53891539875__b.jpg;Not valid;0.7141332626342773
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5603_53871151210__b.jpg;Not valid;0.7171745300292969
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5603_53899512179__b.jpg;Not valid;0.7143704891204834
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5603_53914011571__b.jpg;Not valid;0.7173256874084473
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5603_54010688345__b.jpg;Not valid;0.714961051940918
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5603_53925321277__b.jpg;Vegetation and habitats;0.8976950645446777
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5603_53933259087__b.jpg;Not valid;0.7123317718505859
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_9991_53634394529__b.jpg;Not valid;0.640385627746582
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_9991_53634504360__b.jpg;Not valid;0.6415531635284424
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_5507_53518394723__b.jpg;Not valid;0.7141804695129395
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53870788349__b.jpg;Towns and villages;0.7894799709320068
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53985137240__b.jpg;Heritage and culture;0.7206070423126221
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1508_53702397959__b.jpg;Roads;0.716092586517334
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_3360_53843543965__b.jpg;Plants;0.8166024684906006
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53517793549__b.jpg;Heritage and culture;0.6879861354827881
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53702487550__b.jpg;Not valid;0.7135002613067627
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1924_53441217758__b.jpg;Landforms;0.7168633937835693
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1410_53517690943__b.jpg;Heritage and culture;0.6869888305664062
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_2966_53947594472__b.jpg;Roads;0.667555570602417
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_530_53583399835__b.jpg;Landforms;0.7010459899902344
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53702504265__b.jpg;Heritage and culture;0.7602925300598145
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53794932741__b.jpg;Heritage and culture;0.7373638153076172
